Departamentos;Muestras Claro;Muestras Personal;Muestras Movistar;THP Claro;THP Personal;THP Movistar;Latencia Claro;Latencia Mejor;Intensidad Claro;Intensidad Mejor;Tiempo IyV Claro;Tiempo IyV Mejor;Localidad;Provincia;Periodo
Ramón Lista, FORMOSA;16,3;916;--;2.10;9.65;--;662;92;-88;-88;701;87;Ramón Lista;FORMOSA;feb-24
General Lamadrid, LA RIOJA;6,27;247;--;15.01;19.64;--;77;58;-102;-100;67;49;General Lamadrid;LA RIOJA;feb-24
General Belgrano, BUENOS AIRES;1,150,000;265;265;11.49;12.04;12;68;66;-101;-101;63;58;General Belgrano;BUENOS AIRES;feb-24
Monte, BUENOS AIRES;966;548;1,710,000;13.55;16.59;5.72;61;57;-104;-101;54;49;Monte;BUENOS AIRES;mar-24
Mitre, SANTIAGO DEL ESTERO;130;87,8;--;--;18.23;--;88;70;-112;-102;85;58;Mitre;SANTIAGO DEL ESTERO;mar-24
Ituzaingó, CORRIENTES;2,710,000;2,890,000;8,75;8.33;9.52;13.32;100;77;-102;-99;98;68;Ituzaingó;CORRIENTES;mar-24
General Lavalle, BUENOS AIRES;134;95;543;13.87;21.28;15.88;72;53;-104;-98;63;45;General Lavalle;BUENOS AIRES;mar-24
Valle Viejo, CATAMARCA;1,340,000;1,590,000;127;13.25;13.67;10.83;78;68;-100;-100;69;63;Valle Viejo;CATAMARCA;mar-24
Tordillo, BUENOS AIRES;110;175;266;16.16;25.88;10.89;62;47;-102;-98;53;39;Tordillo;BUENOS AIRES;mar-24
Totoral, CÓRDOBA;958;1,690,000;15,5;13.73;14.52;11.49;67;64;-102;-101;60;60;Totoral;CÓRDOBA;mar-24
Coronel Suárez, BUENOS AIRES;757;538;1,700,000;17.03;20.23;9.16;61;57;-101;-100;52;49;Coronel Suárez;BUENOS AIRES;mar-24
Chilecito, LA RIOJA;545;5,830,000;7,84;12.96;12.49;7.43;89;72;-99;-99;78;66;Chilecito;LA RIOJA;mar-24
Tupungato, MENDOZA;3,000,000;426;1,170,000;7.30;12.43;10.07;91;76;-102;-102;95;67;Tupungato;MENDOZA;mar-24
Suipacha, BUENOS AIRES;505;76,2;158;11.22;18.70;8.33;83;51;-102;-102;76;42;Suipacha;BUENOS AIRES;mar-24
Villa Gesell, BUENOS AIRES;1,850,000;1,640,000;4,860,000;17.32;21.38;11.25;61;53;-100;-99;51;44;Villa Gesell;BUENOS AIRES;mar-24
Avellaneda, RÍO NEGRO;5,040,000;690;659;10.36;14.55;11.56;79;73;-97;-97;71;64;Avellaneda;RÍO NEGRO;mar-24
Arrecifes, BUENOS AIRES;1,730,000;308;264;14.54;17.35;15.16;65;60;-101;-101;57;51;Arrecifes;BUENOS AIRES;mar-24
Moreno, SANTIAGO DEL ESTERO;120;4,790,000;10,2;14.71;8.89;7.31;79;79;-97;-89;69;69;Moreno;SANTIAGO DEL ESTERO;mar-24
General Alvear, CORRIENTES;161;940;750;13.20;8.10;13.89;76;67;-100;-99;67;62;General Alvear;CORRIENTES;mar-24
9 de Julio, RÍO NEGRO;12,3;--;283;1.55;--;--;766;86;-88;-88;748;85;9 de Julio;RÍO NEGRO;mar-24
General Donovan, CHACO;212;1,020,000;1,7;16.38;13.45;8.65;71;68;-97;-91;61;61;General Donovan;CHACO;mar-24
Fray Mamerto Esquiú, CATAMARCA;723;387;55,4;14.15;14.89;11.64;76;67;-102;-99;68;59;Fray Mamerto Esquiú;CATAMARCA;mar-24
San Antonio de Areco, BUENOS AIRES;745;462;897;12.20;12.96;8.14;69;63;-101;-101;62;57;San Antonio de Areco;BUENOS AIRES;mar-24
Bermejo, FORMOSA;171;1,630,000;169;13.16;10.61;--;78;78;-90;-90;69;69;Bermejo;FORMOSA;mar-24
Catán Lil, NEUQUÉN;--;--;20,4;--;--;1.04;--;--;--;--;--;--;Catán Lil;NEUQUÉN;mar-24
Chos Malal, NEUQUÉN;745;38,6;567;11.69;13.39;12.50;84;80;-102;-94;76;70;Chos Malal;NEUQUÉN;mar-24
Ullum, SAN JUAN;223;133;121;13.44;16.35;8.43;78;69;-106;-97;69;57;Ullum;SAN JUAN;mar-24
Lácar, NEUQUÉN;1,810,000;587;1,810,000;11.44;9.64;11.96;86;86;-101;-97;79;79;Lácar;NEUQUÉN;mar-24
Aluminé, NEUQUÉN;103;528;671;1.59;4.31;11.22;1,001;84;-94;-94;898;77;Aluminé;NEUQUÉN;mar-24
Oberá, MISIONES;933;4,870,000;110;11.35;12.62;14.74;93;74;-102;-102;85;63;Oberá;MISIONES;mar-24
General Guido, BUENOS AIRES;105;42,9;182;14.05;20.18;15.02;77;57;-100;-98;67;49;General Guido;BUENOS AIRES;mar-24
Tafí del Valle, TUCUMÁN;1,060,000;2,290,000;69;10.93;8;9.89;98;90;-101;-101;91;81;Tafí del Valle;TUCUMÁN;mar-24
Catriló, LA PAMPA;678;98;154;15.29;13.80;13.38;64;64;-100;-94;56;56;Catriló;LA PAMPA;mar-24
Lincoln, BUENOS AIRES;2,570,000;506;448;13.89;13.80;15.05;65;58;-101;-101;57;48;Lincoln;BUENOS AIRES;mar-24
Deseado, SANTA CRUZ;13,600,000;593;8,420,000;8.74;16.42;10.19;90;77;-100;-96;85;66;Deseado;SANTA CRUZ;mar-24
Bella Vista, CORRIENTES;501;2,180,000;14,9;15.61;11.07;14.16;73;71;-100;-100;63;60;Bella Vista;CORRIENTES;mar-24
Curacó, LA PAMPA;39;108;279;1.48;--;--;959;74;-93;-93;887;65;Curacó;LA PAMPA;mar-24
Saladas, CORRIENTES;478;1,870,000;11,2;11.81;8.41;16.14;82;67;-101;-101;74;59;Saladas;CORRIENTES;mar-24
Carmen de Areco, BUENOS AIRES;621;502;965;10.91;18.61;9.70;76;53;-99;-99;71;45;Carmen de Areco;BUENOS AIRES;mar-24
Gaiman, CHUBUT;1,040,000;29,1;161;11.39;6.63;13.49;80;74;-104;-102;73;66;Gaiman;CHUBUT;mar-24
Famatina, LA RIOJA;8,56;450;--;2.26;18.61;--;619;64;-96;-96;635;55;Famatina;LA RIOJA;mar-24
Villarino, BUENOS AIRES;1,880,000;871;1,630,000;13.73;17.63;14.45;64;62;-101;-98;57;54;Villarino;BUENOS AIRES;mar-24
Vicente López, BUENOS AIRES;5,030,000;6,720,000;7,150,000;14.57;18.98;14.28;52;49;-97;-97;45;43;Vicente López;BUENOS AIRES;mar-24
Magdalena, BUENOS AIRES;473;275;666;14.46;6.82;7.67;61;61;-102;-102;53;53;Magdalena;BUENOS AIRES;mar-24
San Martín, CORRIENTES;617;1,150,000;2,78;13.26;6.38;3.07;80;80;-100;-98;72;72;San Martín;CORRIENTES;mar-24
Necochea, BUENOS AIRES;3,860,000;1,320,000;2,310,000;13.23;17.27;12.63;70;63;-100;-100;62;55;Necochea;BUENOS AIRES;mar-24
Rosario, SANTA FE;34,500,000;42,100,000;19,500,000;12.75;14.33;13.92;65;60;-101;-101;58;53;Rosario;SANTA FE;mar-24
Paraná, ENTRE RÍOS;5,760,000;17,100,000;2,340,000;11.68;11.32;12.72;75;68;-102;-101;69;61;Paraná;ENTRE RÍOS;mar-24
Feliciano, ENTRE RÍOS;386;319;2,85;10.80;17.07;15.04;89;54;-103;-95;83;45;Feliciano;ENTRE RÍOS;mar-24
Bragado, BUENOS AIRES;2,040,000;236;415;11.17;18.63;13.24;79;54;-99;-99;71;45;Bragado;BUENOS AIRES;mar-24
Esteban Echeverría, BUENOS AIRES;7,440,000;10,000,000;12,000,000;15.04;15.54;10.07;55;55;-101;-101;47;47;Esteban Echeverría;BUENOS AIRES;mar-24
Telsen, CHUBUT;60,3;108;--;1.41;--;--;968;65;-95;-95;907;54;Telsen;CHUBUT;mar-24
Guachipas, SALTA;21,3;516;189;14.69;10.14;--;78;66;-87;-87;67;55;Guachipas;SALTA;mar-24
Ojo de Agua, SANTIAGO DEL ESTERO;7,71;2,210,000;2,58;5.56;5.17;3.34;132;106;-95;-95;130;112;Ojo de Agua;SANTIAGO DEL ESTERO;mar-24
General Paz, BUENOS AIRES;585;145;436;13.34;16.77;4.72;63;52;-100;-97;56;43;General Paz;BUENOS AIRES;mar-24
Santa Victoria, SALTA;99,3;41,5;--;1.38;0.34;--;1,209;1,209;-102;-102;1,106;782;Santa Victoria;SALTA;mar-24
Independencia, CHACO;246;1,350,000;2,12;13.51;10.46;7.83;74;74;-101;-96;66;66;Independencia;CHACO;mar-24
Rancul, LA PAMPA;499;33,3;214;17.61;17.91;11.23;60;60;-98;-94;51;51;Rancul;LA PAMPA;mar-24
Rivadavia, SAN JUAN;1,890,000;1,630,000;2,880,000;15.11;18.40;11.15;70;64;-100;-98;62;56;Rivadavia;SAN JUAN;mar-24
Rauch, BUENOS AIRES;1,020,000;116;347;10.43;20.59;10.37;100;60;-100;-99;92;50;Rauch;BUENOS AIRES;mar-24
Maipú, BUENOS AIRES;693;195;360;13.77;21.89;12.69;69;54;-101;-97;61;45;Maipú;BUENOS AIRES;mar-24
San Javier, MISIONES;14,2;1,150,000;10,8;9.22;10.18;1.47;99;83;-107;-96;93;76;San Javier;MISIONES;mar-24
Carlos Casares, BUENOS AIRES;978;301;356;12.61;13.98;7.87;66;65;-104;-104;60;58;Carlos Casares;BUENOS AIRES;mar-24
Pocito, SAN JUAN;1,490,000;1,310,000;2,760,000;13.69;15.53;9.46;75;67;-103;-100;67;60;Pocito;SAN JUAN;mar-24
Pilcaniyeu, RÍO NEGRO;188;85,4;444;9.72;12.43;10.82;112;76;-96;-96;92;69;Pilcaniyeu;RÍO NEGRO;mar-24
Valcheta, RÍO NEGRO;69;1,6;192;1.74;11.48;12.92;788;74;-98;-92;775;66;Valcheta;RÍO NEGRO;mar-24
Lago Buenos Aires, SANTA CRUZ;1,470,000;6,39;463;11.58;5.25;11.85;87;84;-98;-94;78;73;Lago Buenos Aires;SANTA CRUZ;mar-24
Juárez Celman, CÓRDOBA;4,250,000;1,870,000;97,1;14.25;21.46;12.03;68;56;-99;-99;59;47;Juárez Celman;CÓRDOBA;mar-24
General Alvarado, BUENOS AIRES;2,570,000;725;1,700,000;12.70;18.56;13.19;67;58;-102;-102;60;50;General Alvarado;BUENOS AIRES;mar-24
Rinconada, JUJUY;--;193;--;--;11.04;--;--;--;--;--;--;--;Rinconada;JUJUY;mar-24
Jáchal, SAN JUAN;245;59,6;1,340,000;15.90;11.97;10.52;68;68;-99;-96;58;58;Jáchal;SAN JUAN;mar-24
Adolfo Alsina, RÍO NEGRO;1,470,000;863;5,410,000;13.89;13.87;11.25;65;62;-98;-98;57;53;Adolfo Alsina;RÍO NEGRO;mar-24
General Lamadrid, BUENOS AIRES;536;3,5;122;12.26;14.73;13.84;68;68;-101;-95;59;59;General Lamadrid;BUENOS AIRES;mar-24
Berón de Astrada, CORRIENTES;228;148;257;13.02;14.78;--;76;71;-101;-95;68;63;Berón de Astrada;CORRIENTES;mar-24
Santa Rosa, MENDOZA;821;566;19,2;11.37;15.26;8.49;89;77;-106;-104;82;67;Santa Rosa;MENDOZA;mar-24
Chacabuco, CHACO;245;2,690,000;1,1;14.92;10.66;14.18;77;71;-101;-98;68;62;Chacabuco;CHACO;mar-24
Angaco, SAN JUAN;296;113;27,3;15.15;6.73;10.62;72;72;-100;-100;64;64;Angaco;SAN JUAN;mar-24
Santa María, CÓRDOBA;7,870,000;8,630,000;880;12;15.37;10.26;72;60;-102;-98;66;54;Santa María;CÓRDOBA;mar-24
Salavina, SANTIAGO DEL ESTERO;290;917;--;--;16.42;--;101;65;-108;-96;100;57;Salavina;SANTIAGO DEL ESTERO;mar-24
Patagones, BUENOS AIRES;1,500,000;408;2,020,000;15.32;17.95;12.14;64;60;-100;-99;56;51;Patagones;BUENOS AIRES;mar-24
Pocho, CÓRDOBA;16,4;456;173;15.15;18.02;--;61;59;-98;-98;52;50;Pocho;CÓRDOBA;mar-24
Ayacucho, BUENOS AIRES;1,050,000;271;403;10.82;14.07;10.95;79;71;-102;-99;73;64;Ayacucho;BUENOS AIRES;mar-24
General Belgrano, CHACO;74,3;587;2,42;14.87;13.14;11.14;76;66;-104;-99;66;60;General Belgrano;CHACO;mar-24
Silípica, SANTIAGO DEL ESTERO;79,5;459;255;9.96;14;--;73;73;-107;-95;67;67;Silípica;SANTIAGO DEL ESTERO;mar-24
General San Martín, BUENOS AIRES;10,000,000;15,100,000;14,200,000;14.33;15.14;10.87;54;54;-100;-98;46;46;General San Martín;BUENOS AIRES;mar-24
Guaminí, BUENOS AIRES;657;98,8;507;16.05;18.73;13.83;63;63;-101;-96;53;53;Guaminí;BUENOS AIRES;mar-24
Maracó, LA PAMPA;2,280,000;230;1,890,000;14.35;17.86;13.27;65;61;-99;-99;56;53;Maracó;LA PAMPA;mar-24
Tilcara, JUJUY;231;2,730,000;4,72;4.54;8.51;3.62;106;96;-104;-99;124;98;Tilcara;JUJUY;mar-24
Rosario Vera Peñaloza, LA RIOJA;75,4;915;184;1.76;20.41;--;689;59;-93;-93;694;50;Rosario Vera Peñaloza;LA RIOJA;mar-24
Conesa, RÍO NEGRO;194;81,7;649;15.93;16.74;11.34;60;60;-92;-89;51;51;Conesa;RÍO NEGRO;mar-24
Andalgalá, CATAMARCA;259;3,210,000;1,4;17.56;12.97;4.10;68;68;-101;-101;56;56;Andalgalá;CATAMARCA;mar-24
Tafí Viejo, TUCUMÁN;7,210,000;14,000,000;1,810,000;12.20;14.85;7.77;75;63;-100;-100;68;59;Tafí Viejo;TUCUMÁN;mar-24
Rosario de la Frontera, SALTA;586;3,620,000;38,8;9.76;9.90;10.99;85;85;-103;-102;80;80;Rosario de la Frontera;SALTA;mar-24
Los Lagos, NEUQUÉN;1,040,000;246;2,100,000;7.75;8.50;9.19;95;95;-103;-98;96;96;Los Lagos;NEUQUÉN;mar-24
Choya, SANTIAGO DEL ESTERO;2,500,000;2,750,000;235;10.73;14.51;8.88;73;69;-98;-98;69;65;Choya;SANTIAGO DEL ESTERO;mar-24
La Poma, SALTA;56,7;16,2;--;1.43;0.47;--;953;953;-92;-89;888;869;La Poma;SALTA;mar-24
La Candelaria, SALTA;101;1,510,000;143;9.31;9.58;--;80;80;-104;-97;71;71;La Candelaria;SALTA;mar-24
Corpen Aike, SANTA CRUZ;733;109;1,050,000;11.65;11.28;9.37;88;88;-103;-96;78;78;Corpen Aike;SANTA CRUZ;mar-24
Punta Indio, BUENOS AIRES;317;118;8,16;18.22;24.84;14.64;52;48;-103;-97;43;39;Punta Indio;BUENOS AIRES;mar-24
General José de San Martín, SALTA;5,510,000;17,300,000;418;9.97;12.15;9.12;106;79;-100;-99;98;76;General José de San Martín;SALTA;mar-24
Paclín, CATAMARCA;156;325;739;8.71;17.69;16.45;198;62;-104;-88;170;56;Paclín;CATAMARCA;mar-24
Laprida, BUENOS AIRES;290;3,35;598;11.50;10.21;10.69;74;72;-102;-99;67;63;Laprida;BUENOS AIRES;mar-24
Coronel Dorrego, BUENOS AIRES;393;315;1,230,000;17.04;19.11;11.14;62;59;-101;-100;52;50;Coronel Dorrego;BUENOS AIRES;mar-24
San Ignacio, MISIONES;943;3,080,000;33,6;14.90;12.14;14.77;74;74;-100;-100;65;63;San Ignacio;MISIONES;mar-24
Río Segundo, CÓRDOBA;5,890,000;2,150,000;216;14.47;19.56;12.01;63;55;-100;-99;56;48;Río Segundo;CÓRDOBA;mar-24
Itatí, CORRIENTES;388;1,540,000;744;12.64;10.11;8.58;78;74;-102;-99;70;69;Itatí;CORRIENTES;mar-24
Exaltación de la Cruz, BUENOS AIRES;2,350,000;1,060,000;1,270,000;10.20;13.37;12.91;68;57;-103;-103;65;50;Exaltación de la Cruz;BUENOS AIRES;mar-24
Pomán, CATAMARCA;585;1,880,000;1,89;14.18;10.87;12.26;70;70;-102;-90;61;61;Pomán;CATAMARCA;mar-24
Maipú, CHACO;181;1,780,000;345;14.54;10.19;--;76;74;-102;-98;66;66;Maipú;CHACO;mar-24
Loncopué, NEUQUÉN;95,3;20,4;730;1.64;1.79;4.14;972;753;-94;-94;910;758;Loncopué;NEUQUÉN;mar-24
Tandil, BUENOS AIRES;3,130,000;3,380,000;3,900,000;12.56;13.23;9.79;72;68;-102;-102;65;62;Tandil;BUENOS AIRES;mar-24
Sobremonte, CÓRDOBA;105;292;--;15.37;22.30;--;61;54;-102;-99;52;46;Sobremonte;CÓRDOBA;mar-24
Presidente Roque Sáenz Peña, CÓRDOBA;1,660,000;1,090,000;6,29;11.95;18.27;9.76;80;64;-100;-100;72;56;Presidente Roque Sáenz Peña;CÓRDOBA;mar-24
San Carlos, MENDOZA;2,150,000;564;754;9.61;15.12;10.22;84;76;-104;-103;81;68;San Carlos;MENDOZA;mar-24
Nogoyá, ENTRE RÍOS;662;1,950,000;8,69;11.33;12.03;12.46;87;68;-105;-102;80;61;Nogoyá;ENTRE RÍOS;mar-24
Matacos, FORMOSA;379;2,370,000;205;13.17;3.54;--;78;73;-95;-95;69;69;Matacos;FORMOSA;mar-24
Monteros, TUCUMÁN;2,660,000;2,550,000;93,2;13.33;16.72;11.06;74;63;-98;-98;66;56;Monteros;TUCUMÁN;mar-24
Río Cuarto, CÓRDOBA;11,400,000;9,600,000;855;13.45;17.35;10.03;69;58;-100;-100;61;51;Río Cuarto;CÓRDOBA;mar-24
Florencio Varela, BUENOS AIRES;10,700,000;8,410,000;14,700,000;11.62;14.29;10;63;61;-102;-102;59;56;Florencio Varela;BUENOS AIRES;mar-24
General Roca, RÍO NEGRO;16,400,000;6,420,000;21,600,000;11.42;11.74;10.89;76;76;-101;-101;69;69;General Roca;RÍO NEGRO;mar-24
Albardón, SAN JUAN;484;756;378;12.61;15.23;8.96;81;72;-105;-101;73;64;Albardón;SAN JUAN;mar-24
Atamisqui, SANTIAGO DEL ESTERO;56,6;658;391;13.22;10.10;--;61;61;-94;-94;53;53;Atamisqui;SANTIAGO DEL ESTERO;mar-24
Lago Argentino, SANTA CRUZ;1,630,000;287;1,070,000;8.22;8.15;9.58;105;100;-101;-101;102;97;Lago Argentino;SANTA CRUZ;mar-24
Libertad, CHACO;382;968;41,7;12.50;11.44;15.81;85;68;-106;-102;78;58;Libertad;CHACO;mar-24
Formosa, FORMOSA;9,740,000;22,700,000;632;9.73;9.92;11.89;88;75;-99;-98;84;70;Formosa;FORMOSA;mar-24
Leandro N. Alem, BUENOS AIRES;792;112;360;15.23;15.82;13.99;64;63;-101;-98;55;55;Leandro N. Alem;BUENOS AIRES;mar-24
Coronel Pringles, BUENOS AIRES;236;179;1,850,000;14.97;18.30;8.25;71;60;-102;-102;60;51;Coronel Pringles;BUENOS AIRES;mar-24
Patiño, FORMOSA;1,240,000;9,410,000;18,5;14.57;7.98;13.74;78;68;-98;-89;69;63;Patiño;FORMOSA;mar-24
Ramallo, BUENOS AIRES;3,440,000;2,300,000;390;12.14;12.74;11.63;69;59;-103;-102;64;54;Ramallo;BUENOS AIRES;mar-24
Adolfo Alsina, BUENOS AIRES;183;181;1,360,000;17.22;16.16;10.85;67;67;-101;-99;56;56;Adolfo Alsina;BUENOS AIRES;mar-24
General Arenales, BUENOS AIRES;907;114;74,6;15.82;16.75;16.07;62;56;-101;-97;53;46;General Arenales;BUENOS AIRES;mar-24
San Lorenzo, CHACO;98,6;1,010,000;142;15.77;11.84;--;73;66;-100;-94;62;56;San Lorenzo;CHACO;mar-24
La Paz, ENTRE RÍOS;1,590,000;3,260,000;13,3;12.05;13.40;11.69;85;64;-100;-100;77;57;La Paz;ENTRE RÍOS;mar-24
General Ocampo, LA RIOJA;43,8;632;2,97;18.28;17.06;18.03;67;60;-94;-94;56;51;General Ocampo;LA RIOJA;mar-24
San Pedro, MISIONES;20,4;901;743;16.41;10.67;8.20;84;72;-101;-82;73;66;San Pedro;MISIONES;mar-24
El Alto, CATAMARCA;292;323;1,26;18.40;16.52;8.40;61;61;-96;-96;51;51;El Alto;CATAMARCA;mar-24
Sarmiento, CHUBUT;1,740,000;87,4;372;10.54;14.38;13.74;89;79;-99;-95;77;70;Sarmiento;CHUBUT;mar-24
Bariloche, RÍO NEGRO;5,410,000;2,420,000;13,800,000;11.64;16.31;10.19;81;70;-99;-99;73;61;Bariloche;RÍO NEGRO;mar-24
Junín, BUENOS AIRES;3,220,000;1,960,000;2,530,000;14.01;18.85;12.68;67;55;-98;-98;58;46;Junín;BUENOS AIRES;mar-24
Villaguay, ENTRE RÍOS;1,310,000;1,720,000;14,5;11.73;12.52;16.53;78;71;-101;-101;71;65;Villaguay;ENTRE RÍOS;mar-24
Rojas, BUENOS AIRES;1,270,000;642;814;10.04;15.69;11.58;67;60;-102;-102;64;52;Rojas;BUENOS AIRES;mar-24
Alberdi, SANTIAGO DEL ESTERO;32,4;1,290,000;2,07;11.94;11.23;7.25;80;80;-96;-87;73;73;Alberdi;SANTIAGO DEL ESTERO;mar-24
General Juan F. Quiroga, LA RIOJA;18,8;78,1;--;1.54;20.75;--;799;56;-94;-94;781;47;General Juan F. Quiroga;LA RIOJA;mar-24
Juan F. Ibarra, SANTIAGO DEL ESTERO;24,1;976;808;17.65;15.25;12.43;72;67;-102;-92;60;60;Juan F. Ibarra;SANTIAGO DEL ESTERO;mar-24
Tinogasta, CATAMARCA;338;4,550,000;6,55;1.46;9.46;10.19;1,242;88;-95;-95;1,144;86;Tinogasta;CATAMARCA;mar-24
La Paz, MENDOZA;635;151;24,7;9.22;16.12;7.80;99;70;-103;-101;93;60;La Paz;MENDOZA;mar-24
General Roca, CÓRDOBA;1,970,000;544;21,5;14.09;20.54;16.48;72;62;-98;-98;63;53;General Roca;CÓRDOBA;mar-24
Libertador General San Martín, CHACO;573;2,550,000;6,45;14.31;13.04;12.06;75;69;-98;-97;66;62;Libertador General San Martín;CHACO;mar-24
Huiliches, NEUQUÉN;1,420,000;248;888;8.02;10.21;13.12;98;81;-102;-98;96;76;Huiliches;NEUQUÉN;mar-24
San Cosme, CORRIENTES;1,160,000;1,270,000;43,9;13.83;13.35;15.79;76;67;-101;-98;67;59;San Cosme;CORRIENTES;mar-24
2 de Abril, CHACO;27,5;522;--;15.96;10.96;--;75;75;-97;-97;66;66;2 de Abril;CHACO;mar-24
Laishi, FORMOSA;204;1,360,000;6,49;12.02;12.63;15.52;81;70;-99;-97;72;59;Laishi;FORMOSA;mar-24
Punilla, CÓRDOBA;8,560,000;10,800,000;1,110,000;12.94;14.40;9.77;75;62;-102;-98;68;56;Punilla;CÓRDOBA;mar-24
Tres Lomas, BUENOS AIRES;403;3,2;73,4;14.47;14.33;6.57;62;62;-100;-94;53;53;Tres Lomas;BUENOS AIRES;mar-24
Juan Martín de Pueyrredón, SAN LUIS;13,500,000;3,230,000;15,100,000;11.07;13.93;9.53;90;75;-101;-99;83;66;Juan Martín de Pueyrredón;SAN LUIS;mar-24
Vinchina, LA RIOJA;31,7;222;2,97;14.05;16.18;1.54;82;60;-99;-98;70;50;Vinchina;LA RIOJA;mar-24
Uruguay, ENTRE RÍOS;2,090,000;5,880,000;762;11.89;11.29;11.01;77;67;-102;-102;71;59;Uruguay;ENTRE RÍOS;mar-24
Chacabuco, BUENOS AIRES;1,760,000;1,270,000;1,470,000;12.64;13.68;8.91;70;58;-102;-102;61;51;Chacabuco;BUENOS AIRES;mar-24
General Alvear, BUENOS AIRES;355;10,1;899;3.34;6.45;9.27;108;93;-103;-102;132;87;General Alvear;BUENOS AIRES;mar-24
Azul, BUENOS AIRES;3,700,000;2,040,000;1,820,000;12.11;16.99;10.34;73;60;-100;-100;64;52;Azul;BUENOS AIRES;mar-24
Roque Pérez, BUENOS AIRES;259;123;674;15.97;22.55;11.48;58;53;-104;-100;49;44;Roque Pérez;BUENOS AIRES;mar-24
Gualeguay, ENTRE RÍOS;3,340,000;4,110,000;40,7;10.17;10.07;10.73;76;73;-98;-98;70;69;Gualeguay;ENTRE RÍOS;mar-24
Utracán, LA PAMPA;730;3,59;885;14.89;19.91;7.59;69;67;-98;-86;59;59;Utracán;LA PAMPA;mar-24
Catamarca, CATAMARCA;7,750,000;8,210,000;1,230,000;12.77;14.56;10.27;77;66;-96;-96;69;60;Catamarca;CATAMARCA;mar-24
Tres Arroyos, BUENOS AIRES;1,960,000;1,050,000;1,960,000;14.29;16.03;7.85;69;66;-103;-102;60;59;Tres Arroyos;BUENOS AIRES;mar-24
San Alberto, CÓRDOBA;1,660,000;4,190,000;176;13.26;11.11;9.85;73;73;-102;-100;65;65;San Alberto;CÓRDOBA;mar-24
Belgrano, SAN LUIS;384;872;83,5;12.68;5.83;14.07;91;70;-98;-92;78;61;Belgrano;SAN LUIS;mar-24
Pergamino, BUENOS AIRES;3,800,000;2,350,000;1,860,000;11.36;11.27;6.22;70;70;-103;-103;65;65;Pergamino;BUENOS AIRES;mar-24
Godoy Cruz, MENDOZA;5,880,000;1,200,000;5,860,000;12.61;19.58;11.38;76;59;-100;-97;68;51;Godoy Cruz;MENDOZA;mar-24
Ushuaia, TIERRA DEL FUEGO;4,910,000;1,400,000;5,860,000;10.46;11.82;9.34;92;92;-95;-95;85;85;Ushuaia;TIERRA DEL FUEGO;mar-24
Pinamar, BUENOS AIRES;1,350,000;1,280,000;2,610,000;13.35;20.07;14.55;79;54;-101;-101;70;46;Pinamar;BUENOS AIRES;mar-24
Ñorquincó, RÍO NEGRO;--;--;1,85;--;--;8.15;704;135;-88;-88;804;122;Ñorquincó;RÍO NEGRO;mar-24
Daireaux, BUENOS AIRES;1,070,000;10,8;26,2;13.99;1.63;12.50;65;60;-102;-102;57;52;Daireaux;BUENOS AIRES;mar-24
Cainguás, MISIONES;353;2,750,000;2,3;12.34;9.27;9.50;92;87;-106;-101;82;82;Cainguás;MISIONES;mar-24
Puelén, LA PAMPA;1,080,000;3,99;170;9.32;8.35;9.69;98;98;-103;-97;93;91;Puelén;LA PAMPA;mar-24
Río Seco, CÓRDOBA;330;1,100,000;529;12.41;7.26;10.40;69;69;-97;-94;60;60;Río Seco;CÓRDOBA;mar-24
Mártires, CHUBUT;137;--;163;--;--;--;73;73;-96;-96;70;70;Mártires;CHUBUT;mar-24
Marcos Juárez, CÓRDOBA;5,090,000;3,610,000;73,3;14.02;18.57;11.38;65;59;-99;-99;57;52;Marcos Juárez;CÓRDOBA;mar-24
Chascomús, BUENOS AIRES;1,790,000;739;1,670,000;14.92;20.69;11.22;60;52;-100;-100;52;44;Chascomús;BUENOS AIRES;mar-24
General Pedernera, SAN LUIS;9,790,000;734;4,120,000;13.19;16.06;11.18;72;72;-100;-100;64;64;General Pedernera;SAN LUIS;mar-24
Paso de Indios, CHUBUT;32,4;--;144;1.40;--;--;1,092;87;-86;-86;976;90;Paso de Indios;CHUBUT;mar-24
Belgrano, SANTA FE;1,010,000;2,790,000;60,5;13.03;14.32;15.89;67;62;-101;-99;60;54;Belgrano;SANTA FE;mar-24
General Pinto, BUENOS AIRES;1,400,000;342;118;12.66;17.57;14.36;65;61;-97;-92;58;53;General Pinto;BUENOS AIRES;mar-24
Hipólito Yrigoyen, BUENOS AIRES;484;14,1;145;16.54;19.39;11.34;60;55;-100;-92;51;50;Hipólito Yrigoyen;BUENOS AIRES;mar-24
Ayacucho, SAN LUIS;1,110,000;25,3;390;9.29;6.51;8.82;84;84;-99;-98;82;82;Ayacucho;SAN LUIS;mar-24
General Belgrano, LA RIOJA;28,2;747;231;1.81;16.59;--;711;54;-93;-93;715;48;General Belgrano;LA RIOJA;mar-24
Garay, SANTA FE;604;1,800,000;5,9;11.02;10.18;6.78;70;70;-101;-100;65;65;Garay;SANTA FE;mar-24
Córdoba, CÓRDOBA;52,100,000;55,100,000;11,500,000;12.87;15.77;9.15;63;56;-98;-98;58;51;Córdoba;CÓRDOBA;mar-24
Languiñeo, CHUBUT;73,7;--;458;10.74;--;--;103;103;-95;-95;89;89;Languiñeo;CHUBUT;mar-24
